Id,SalePrice
1715,214580.67
1716,190663.03
1717,173459.03
1718,135837.02
1719,182732.4
1720,250306.95
1721,165678.94
1722,126963.914
1723,152998.77
1724,210032.1
1725,234700.58
1726,191237.47
1727,153065.05
1728,181498.25
1729,167338.48
1730,157914.47
1731,116304.32
1732,129136.734
1733,120394.484
1734,127966.99
1735,129487.76
1736,116030.73
1737,372864.66
1738,211791.8
1739,282177.4
1740,225528.38
1741,162655.23
1742,170517.06
1743,173811.38
1744,280866.5
1745,205158.1
1746,219407.97
1747,211140.92
1748,220718.0
1749,156366.1
1750,138357.53
1751,231967.81
1752,123178.414
1753,148368.72
1754,211832.34
1755,173067.62
1756,125474.8
1757,125013.016
1758,139909.53
1759,170037.94
1760,162035.58
1761,141310.84
1762,167028.52
1763,174755.1
1764,119131.305
1765,170851.78
1766,170038.33
1767,217513.95
1768,143729.28
1769,172263.52
1770,143540.72
1771,131861.52
1772,141811.28
1773,116375.37
1774,136765.47
1775,130322.78
1776,119397.15
1777,112094.94
1778,144822.61
1779,107559.766
1780,187090.47
1781,135800.0
1782,94662.93
1783,124117.62
1784,101290.5
1785,119263.56
1786,158898.4
1787,162592.78
1788,65620.3
1789,83552.99
1790,88063.695
1791,183675.06
1792,161176.36
1793,130237.64
1794,130231.07
1795,134355.61
1796,133979.97
1797,113298.77
1798,123297.46
1799,117550.72
1800,120003.16
1801,126707.62
1802,153088.4
1803,152253.45
1804,141529.19
1805,129921.586
1806,114394.92
1807,121931.914
1808,124248.31
1809,113479.72
1810,153890.44
1811,98051.94
1812,94538.305
1813,126648.664
1814,95526.14
1815,55703.79
1816,91912.414
1817,123804.08
1818,130133.97
1819,107022.98
1820,49280.316
1821,118600.2
1822,172938.7
1823,34779.855
1824,142909.28
1825,123511.984
1826,99868.13
1827,108253.47
1828,148995.89
1829,106498.375
1830,148141.53
1831,187548.61
1832,96657.55
1833,148908.61
1834,120770.96
1835,120099.07
1836,132276.39
1837,92482.1
1838,150563.17
1839,88592.055
1840,178078.61
1841,144841.47
1842,79392.77
1843,142504.28
1844,141639.56
1845,122456.72
1846,170986.3
1847,142563.06
1848,63444.18
1849,126742.266
1850,122289.58
1851,167180.27
1852,133576.2
1853,120600.36
1854,177866.83
1855,166664.86
1856,224249.88
1857,153077.34
1858,142245.98
1859,118921.836
1860,143575.06
1861,118921.836
1862,286625.56
1863,280079.47
1864,280079.47
1865,340103.4
1866,308114.7
1867,240085.67
1868,314068.53
1869,204081.22
1870,248769.03
1871,240099.39
1872,161319.3
1873,235121.27
1874,143359.42
1875,216554.94
1876,188817.62
1877,209631.53
1878,221809.36
1879,140423.58
1880,137259.53
1881,233670.94
1882,246888.1
1883,200640.66
1884,218519.2
1885,250244.64
1886,307150.62
1887,211765.94
1888,276073.47
1889,162665.33
1890,130713.14
1891,143733.67
1892,107873.86
1893,131820.27
1894,128422.31
1895,143342.33
1896,124087.17
1897,105358.69
1898,110489.89
1899,150956.06
1900,152058.95
1901,174834.94
1902,113961.91
1903,220755.53
1904,142675.11
1905,180609.38
1906,181146.7
1907,197557.7
1908,125957.484
1909,132142.77
1910,119008.42
1911,214559.8
1912,264008.84
1913,137242.0
1914,73305.1
1915,312538.97
1916,73778.945
1917,265280.84
1918,142702.19
1919,158348.86
1920,161866.17
1921,445324.7
1922,332587.5
1923,209622.06
1924,196100.11
1925,218451.0
1926,388580.4
1927,130913.86
1928,167718.03
1929,126920.92
1930,129764.57
1931,142881.94
1932,116167.7
1933,165277.47
1934,185594.4
1935,168988.08
1936,190413.17
1937,189567.45
1938,171814.03
1939,230581.66
1940,208830.56
1941,188555.61
1942,193963.3
1943,200269.17
1944,302990.9
1945,378122.38
1946,146948.33
1947,294398.97
1948,162428.81
1949,238883.38
1950,177960.66
1951,267191.47
1952,209767.36
1953,170295.94
1954,194446.86
1955,132485.67
1956,301505.5
1957,178600.69
1958,315888.4
1959,138788.78
1960,107857.97
1961,125070.42
1962,95635.47
1963,121371.375
1964,106894.3
1965,147221.03
1966,144686.6
1967,299175.7
1968,416602.94
1969,380114.12
1970,446839.22
1971,491488.44
1972,400722.7
1973,282286.03
1974,311022.16
1975,487133.97
1976,276559.7
1977,337891.1
1978,375497.78
1979,356417.0
1980,197796.55
1981,368175.62
1982,244759.56
1983,218382.9
1984,162689.56
1985,209152.39
1986,217916.95
1987,172795.55
1988,185287.48
1989,192769.9
1990,215254.62
1991,270587.38
1992,228749.53
1993,168543.98
1994,260510.53
1995,181218.14
1996,241713.08
1997,279030.03
1998,386992.9
1999,270042.03
2000,302328.0
2001,250932.75
2002,226939.39
2003,221066.94
2004,256692.98
2005,236883.6
2006,231130.77
2007,249237.78
2008,208197.2
2009,197119.66
2010,181375.22
2011,152134.1
2012,179579.92
2013,179834.28
2014,180606.58
2015,207440.92
2016,203418.61
2017,196372.33
2018,117690.14
2019,135711.97
2020,109861.52
2021,118575.67
2022,207340.4
2023,146726.7
2024,212416.19
2025,418508.03
2026,178273.4
2027,147153.81
2028,147310.25
2029,172695.75
2030,270176.12
2031,254471.11
2032,271551.03
2033,266041.1
2034,163872.73
2035,210027.2
2036,180736.4
2037,191476.8
2038,323529.78
2039,211596.9
2040,406860.3
2041,255656.05
2042,194795.08
2043,166092.64
2044,172908.45
2045,219248.14
2046,135474.45
2047,154318.89
2048,136963.58
2049,128140.695
2050,176890.53
2051,111013.67
2052,137782.62
2053,146174.31
2054,98925.445
2055,155080.81
2056,128946.41
2057,129054.26
2058,232822.39
2059,117657.43
2060,166132.3
2061,183857.17
2062,137905.53
2063,112580.484
2064,147690.6
2065,126568.77
2066,165858.38
2067,106184.664
2068,135268.67
2069,90986.13
2070,114149.52
2071,90619.91
2072,145910.75
2073,139163.77
2074,199115.33
2075,150957.06
2076,128019.05
2077,156077.75
2078,135865.52
2079,120502.16
2080,120933.664
2081,116547.56
2082,134671.52
2083,149376.58
2084,108590.58
2085,129694.02
2086,115866.055
2087,122193.36
2088,109022.3
2089,82342.914
2090,131510.36
2091,116218.164
2092,137338.95
2093,129063.47
2094,121204.07
2095,129408.21
2096,82802.9
2097,98740.06
2098,156378.53
2099,53349.13
2100,126855.336
2101,101322.51
2102,132092.77
2103,95594.18
2104,131888.34
2105,115526.3
2106,70333.18
2107,242643.77
2108,130272.07
2109,113081.24
2110,138217.16
2111,151494.03
2112,140072.1
2113,126455.87
2114,106535.47
2115,147694.45
2116,128771.52
2117,151794.14
2118,124364.55
2119,107714.89
2120,106618.51
2121,111317.34
2122,100229.36
2123,79954.78
2124,198553.02
2125,122360.61
2126,176191.23
2127,152666.03
2128,125770.33
2129,110413.09
2130,154469.81
2131,152561.33
2132,122320.25
2133,115504.375
2134,112135.52
2135,92434.63
2136,78143.11
2137,107567.81
2138,133790.81
2139,163821.69
2140,143085.75
2141,154447.22
2142,132630.34
2143,142139.23
2144,107038.4
2145,140501.48
2146,169272.72
2147,150525.33
2148,133373.7
2149,145333.39
2150,230905.58
2151,123238.81
2152,183648.47
2153,157263.17
2154,102873.95
2155,134470.53
2156,239942.27
2157,232249.88
2158,241217.27
2159,214693.0
2160,170264.45
2161,252465.33
2162,453916.56
2163,380603.2
2164,245234.06
2165,187632.88
2166,157205.5
2167,204676.2
2168,199499.73
2169,199251.25
2170,226006.83
2171,151679.27
2172,136560.25
2173,161528.62
2174,233897.25
2175,306747.88
2176,316684.56
2177,248565.83
2178,204624.52
2179,143537.33
2180,169133.08
2181,189117.2
2182,228854.72
2183,200660.6
2184,139851.67
2185,115256.23
2186,158012.73
2187,154545.1
2188,157269.39
2189,205945.33
2190,79043.76
2191,81363.4
2192,101240.35
2193,85094.484
2194,103926.484
2195,111238.914
2196,99133.18
2197,100996.484
2198,166948.75
2199,165243.31
2200,129242.33
2201,150044.2
2202,218771.44
2203,155942.1
2204,180009.66
2205,118068.94
2206,138455.64
2207,212635.34
2208,192495.58
2209,205702.47
2210,132226.61
2211,122751.695
2212,114124.87
2213,101679.5
2214,121162.1
2215,100886.83
2216,153556.27
2217,61600.8
2218,95471.21
2219,78295.04
2220,76555.42
2221,309015.06
2222,251922.19
2223,262810.6
2224,203544.23
2225,122587.27
2226,177882.75
2227,184300.17
2228,283908.66
2229,230150.92
2230,157548.38
2231,206911.94
2232,186514.16
2233,169569.66
2234,255356.17
2235,205381.5
2236,263894.4
2237,371260.34
2238,206068.38
2239,124529.98
2240,161312.86
2241,158585.38
2242,134750.34
2243,129389.055
2244,102145.336
2245,89925.945
2246,147550.34
2247,107226.98
2248,123982.87
2249,123820.95
2250,131987.3
2251,124773.55
2252,184029.45
2253,162911.89
2254,190674.52
2255,194568.62
2256,176785.2
2257,192967.78
2258,172761.86
2259,178830.0
2260,168334.53
2261,155935.77
2262,201723.16
2263,345109.88
2264,391642.84
2265,173188.2
2266,302806.16
2267,391269.22
2268,383312.06
2269,152809.05
2270,176048.03
2271,221682.1
2272,190001.45
2273,166224.22
2274,170553.1
2275,180944.5
2276,176874.05
2277,179501.72
2278,155703.95
2279,120134.15
2280,124041.375
2281,174099.86
2282,180681.12
2283,92144.88
2284,109371.445
2285,155565.23
2286,132323.36
2287,348644.78
2288,298646.66
2289,384144.53
2290,452056.8
2291,303029.8
2292,374781.97
2293,468226.7
2294,437823.47
2295,442409.88
2296,278756.03
2297,316069.06
2298,248386.31
2299,426499.88
2300,328897.06
2301,261640.88
2302,238333.97
2303,260529.61
2304,214796.97
2305,169912.05
2306,177826.45
2307,189560.6
2308,215514.72
2309,278906.03
2310,218813.31
2311,183273.45
2312,170429.56
2313,180178.08
2314,161262.58
2315,179867.23
2316,209768.45
2317,179565.12
2318,182471.86
2319,175032.27
2320,202772.02
2321,257088.97
2322,163033.45
2323,173846.52
2324,183282.83
2325,193868.48
2326,167646.72
2327,217260.88
2328,231306.58
2329,186717.1
2330,177410.75
2331,371631.0
2332,444133.5
2333,332886.84
2334,274593.6
2335,239638.42
2336,339796.75
2337,215685.17
2338,296426.84
2339,212215.3
2340,393860.16
2341,205632.25
2342,234873.03
2343,213167.97
2344,233428.28
2345,223150.36
2346,217014.75
2347,213571.4
2348,242469.6
2349,175386.61
2350,272092.9
2351,250738.77
2352,263860.16
2353,254192.61
2354,132018.95
2355,153173.0
2356,151502.55
2357,195376.78
2358,196254.28
2359,119627.31
2360,118188.93
2361,150818.83
2362,235384.05
2363,133908.36
2364,168703.25
2365,224545.77
2366,185421.61
2367,231062.95
2368,226270.1
2369,233528.42
2370,169961.19
2371,172671.31
2372,200108.0
2373,284907.94
2374,316038.97
2375,253637.45
2376,287327.0
2377,385894.9
2378,147790.02
2379,171596.9
2380,140171.47
2381,166420.89
2382,189961.38
2383,201484.78
2384,239422.84
2385,162657.77
2386,139310.3
2387,137090.75
2388,98301.0
2389,122786.27
2390,150913.06
2391,140091.45
2392,115160.97
2393,166257.72
2394,143441.7
2395,218315.31
2396,142260.45
2397,208383.38
2398,133415.42
2399,72046.36
2400,50847.94
2401,118138.45
2402,143145.56
2403,133107.34
2404,145952.95
2405,158331.72
2406,136632.48
2407,133092.84
2408,137065.83
2409,123055.16
2410,157743.67
2411,125973.914
2412,160428.34
2413,138795.94
2414,140703.23
2415,133354.17
2416,116151.01
2417,126289.2
2418,127645.69
2419,135980.5
2420,128711.92
2421,152035.77
2422,109094.41
2423,116190.664
2424,162978.44
2425,221119.89
2426,124405.805
2427,130448.84
2428,185269.61
2429,113674.375
2430,133524.52
2431,114872.41
2432,135937.08
2433,143134.5
2434,121214.125
2435,149528.34
2436,108154.57
2437,119577.1
2438,122193.52
2439,112527.02
2440,115788.44
2441,95617.17
2442,101007.445
2443,130914.39
2444,126266.57
2445,77471.734
2446,140861.83
2447,176410.25
2448,148925.08
2449,104028.984
2450,162187.9
2451,136516.52
2452,218940.52
2453,87243.92
2454,127750.16
2455,119595.41
2456,139316.3
2457,129157.46
2458,119074.55
2459,120042.16
2460,141852.81
2461,123079.336
2462,135528.45
2463,123406.52
2464,180504.53
2465,122370.46
2466,112209.21
2467,150948.73
2468,80341.21
2469,65011.457
2470,181033.88
2471,220308.98
2472,176207.5
2473,123801.31
2474,95749.125
2475,179965.19
2476,105008.664
2477,129765.8
2478,160749.22
2479,95402.164
2480,157454.81
2481,108095.88
2482,129217.59
2483,117469.766
2484,124907.81
2485,128616.29
2486,153638.16
2487,171520.16
2488,149068.84
2489,140917.64
2490,154928.78
2491,96833.6
2492,188270.06
2493,134072.78
2494,157880.25
2495,101310.65
2496,239772.44
2497,156579.88
2498,120841.17
2499,89726.14
2500,123478.836
2501,146466.2
2502,148893.02
2503,97995.055
2504,224183.97
2505,231880.48
2506,287781.38
2507,322564.47
2508,289222.06
2509,211721.62
2510,222715.55
2511,182026.3
2512,200944.69
2513,229466.3
2514,261301.72
2515,158624.33
2516,157505.06
2517,153308.56
2518,139439.94
2519,220287.47
2520,210532.8
2521,196240.64
2522,223129.47
2523,117077.62
2524,149533.25
2525,156710.25
2526,137698.06
2527,123337.086
2528,123853.15
2529,131430.17
2530,122099.42
2531,241596.33
2532,229351.67
2533,200100.7
2534,233436.7
2535,336281.7
2536,246939.6
2537,227410.73
2538,171832.23
2539,190196.64
2540,171873.55
2541,185461.44
2542,160433.89
2543,129196.19
2544,133710.72
2545,132684.39
2546,131768.98
2547,137058.94
2548,132375.52
2549,168005.81
2550,311553.1
2551,144725.48
2552,130923.04
2553,78168.1
2554,121076.83
2555,124972.445
2556,95175.49
2557,106854.805
2558,154995.03
2559,146737.06
2560,131960.58
2561,129282.6
2562,120475.1
2563,137101.75
2564,195859.08
2565,150091.16
2566,161155.55
2567,125179.84
2568,171934.64
2569,225550.39
2570,130562.04
2571,196685.36
2572,160135.47
2573,248720.89
2574,244024.7
2575,124357.266
2576,128795.23
2577,162786.88
2578,86221.445
2579,62711.46
2580,118369.38
2581,130522.1
2582,128349.07
2583,266222.62
2584,167546.84
2585,184478.4
2586,209513.83
2587,204077.55
2588,167970.67
2589,146731.42
2590,211001.77
2591,219979.52
2592,213882.12
2593,267813.94
2594,174679.1
2595,218110.64
2596,357546.5
2597,191946.23
2598,280743.12
2599,271559.2
2600,169202.38
2601,136471.4
2602,70885.84
2603,88107.18
2604,80838.22
2605,73820.875
2606,138297.39
2607,185394.27
2608,202811.16
2609,172901.67
2610,122138.2
2611,125393.46
2612,145932.27
2613,124464.15
2614,128417.15
2615,147122.12
2616,144416.73
2617,174938.38
2618,207645.3
2619,200552.78
2620,193510.27
2621,189227.53
2622,185614.44
2623,251264.94
2624,274179.53
2625,299472.94
2626,164878.06
2627,162342.53
2628,410825.5
2629,476934.6
2630,356565.22
2631,489710.03
2632,429291.94
2633,310107.06
2634,361328.97
2635,153664.69
2636,166106.84
2637,172287.66
2638,271809.22
2639,180658.14
2640,151176.1
2641,115608.414
2642,188745.67
2643,121302.445
2644,127007.67
2645,95901.13
2646,89634.32
2647,99190.37
2648,145704.31
2649,153635.53
2650,152617.95
2651,146444.92
2652,468197.47
2653,248740.2
2654,254424.58
2655,381601.7
2656,284029.9
2657,346158.44
2658,278322.94
2659,318683.53
2660,323185.3
2661,358507.47
2662,334879.53
2663,271150.0
2664,280098.28
2665,327682.88
2666,287836.75
2667,172360.8
2668,188851.6
2669,164684.81
2670,297896.88
2671,182630.28
2672,189197.94
2673,223528.53
2674,207645.39
2675,161187.75
2676,183055.27
2677,192463.48
2678,273422.28
2679,285753.53
2680,287961.78
2681,442060.75
2682,357680.78
2683,561897.1
2684,310972.7
2685,373584.97
2686,259475.45
2687,338424.5
2688,228731.31
2689,205413.67
2690,486095.75
2691,198727.89
2692,133226.39
2693,188123.53
2694,118600.41
2695,190743.64
2696,186481.12
2697,194975.27
2698,201768.5
2699,175298.33
2700,161706.56
2701,145075.05
2702,98501.94
2703,129186.74
2704,138468.53
2705,124923.03
2706,120738.17
2707,122495.1
2708,142065.42
2709,103959.81
2710,129219.06
2711,256761.94
2712,371863.0
2713,160544.95
2714,148889.0
2715,171319.73
2716,148315.77
2717,181989.84
2718,241733.81
2719,150176.9
2720,180015.67
2721,133238.95
2722,175175.98
2723,156674.2
2724,130462.27
2725,129807.664
2726,150884.73
2727,186561.86
2728,174526.61
2729,156601.34
2730,148704.73
2731,118787.91
2732,126214.2
2733,159922.47
2734,132061.89
2735,133705.0
2736,120381.46
2737,127761.78
2738,133321.34
2739,166556.77
2740,134691.94
2741,142260.78
2742,156717.03
2743,145887.92
2744,146408.33
2745,135761.98
2746,136530.98
2747,163455.23
2748,114878.8
2749,142501.98
2750,144113.78
2751,138799.27
2752,205283.06
2753,158485.94
2754,206332.22
2755,125997.11
2756,87286.68
2757,74922.43
2758,89701.32
2759,165441.36
2760,153791.17
2761,152573.36
2762,144883.69
2763,191698.47
2764,155342.42
2765,282146.8
2766,152796.14
2767,94967.15
2768,129941.37
2769,126658.87
2770,153833.81
2771,122887.32
2772,122491.07
2773,161388.22
2774,145169.33
2775,122695.35
2776,142440.95
2777,140721.44
2778,125917.41
2779,148488.92
2780,99812.734
2781,98040.17
2782,91943.82
2783,109951.13
2784,123401.766
2785,132774.6
2786,69253.13
2787,116582.79
2788,73739.984
2789,188967.45
2790,88590.61
2791,101624.555
2792,65325.242
2793,192890.9
2794,107007.07
2795,126559.19
2796,93107.05
2797,208936.81
2798,148314.03
2799,118782.56
2800,44439.71
2801,111120.78
2802,139464.44
2803,163133.17
2804,153929.42
2805,96408.98
2806,85935.59
2807,144654.23
2808,150265.19
2809,137996.08
2810,131096.33
2811,161797.8
2812,147672.36
2813,136392.12
2814,152687.11
2815,100990.99
2816,252527.98
2817,177810.64
2818,127900.67
2819,162816.1
2820,122881.805
2821,99209.13
2822,210868.86
2823,266373.16
2824,155945.11
2825,156187.6
2826,131758.67
2827,148717.16
2828,212037.12
2829,183905.39
2830,219869.03
2831,185666.33
2832,243238.5
2833,286426.38
2834,197130.69
2835,215100.7
2836,190132.83
2837,161519.52
2838,147126.3
2839,189524.19
2840,193601.11
2841,203752.34
2842,209116.17
2843,163973.38
2844,161198.6
2845,121773.77
2846,217982.77
2847,195976.53
2848,233750.73
2849,209616.8
2850,283477.0
2851,240268.47
2852,224233.23
2853,232553.25
2854,140634.86
2855,206087.94
2856,199426.05
2857,186168.03
2858,205681.67
2859,125931.54
2860,131532.53
2861,121856.31
2862,185623.8
2863,120338.55
2864,252881.58
2865,141306.81
2866,132451.1
2867,97878.96
2868,97931.87
2869,112701.41
2870,147246.36
2871,107260.26
2872,53750.703
2873,111705.62
2874,137039.58
2875,107614.82
2876,154996.58
2877,145450.86
2878,172972.66
2879,131751.17
2880,98700.34
2881,146448.64
2882,173752.89
2883,168623.77
2884,199262.98
2885,192038.03
2886,204847.77
2887,118053.48
2888,128741.45
2889,44384.32
2890,80912.26
2891,135095.45
2892,56323.832
2893,111933.86
2894,58356.42
2895,310865.66
2896,289201.66
2897,220876.1
2898,144370.28
2899,215587.69
2900,158851.05
2901,203019.08
2902,180576.5
2903,357225.12
2904,350093.7
2905,91014.31
2906,196920.47
2907,108991.055
2908,133033.56
2909,130650.83
2910,84036.805
2911,73481.9
2912,146362.02
2913,89749.79
2914,79087.26
2915,85948.09
2916,83079.32
2917,175999.42
2918,113576.234
2919,211037.44
